Time	Dx	Dy	Dz	Temperature
12.621	38.853	-62.353	-1.494	29.009
12.632	38.859	-62.353	-1.500	29.021
12.642	38.853	-62.369	-1.489	29.018
12.651	38.782	-62.375	-1.423	29.015
12.661	38.831	-62.369	-1.439	29.030
12.671	38.892	-62.347	-1.478	29.021
12.681	38.870	-62.353	-1.450	29.021
12.692	38.848	-62.369	-1.428	29.009
12.702	38.859	-62.364	-1.439	29.006
12.712	38.914	-62.347	-1.489	29.001
12.722	38.947	-62.342	-1.516	29.015
12.732	38.941	-62.342	-1.516	29.018
12.742	38.952	-62.342	-1.527	29.009
12.752	38.979	-62.342	-1.538	29.006
12.762	38.979	-62.342	-1.533	29.015
12.772	38.979	-62.342	-1.533	29.024
12.782	38.969	-62.347	-1.522	29.009
12.793	38.974	-62.347	-1.522	29.001
12.802	38.941	-62.347	-1.511	29.001
12.812	38.963	-62.347	-1.516	29.009
12.822	38.925	-62.347	-1.494	29.006
12.834	38.952	-62.347	-1.505	29.015
12.843	38.908	-62.347	-1.489	29.015
